Title,Location,Price,Size,Listing_Type
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","19,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","30,500 OMR",150.0,for sale
Mixed Use Land for Sale in Muscat Amerat,", Amerat, 772905XX","10,000 OMR",150.0,for sale
Luxurious 3+1 Bedroom Lakefront Villa for Sale in Hawana Salalah,", Salala, 919595XX","350,000 OMR",292.0,for sale
Commercial Land for Sale in Al Batinah Sohar,", Sohar, 955823XX","6,200 OMR",150.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 925091XX","23,000 OMR",100.0,for sale
مغسلة الغسيل الجاف للبيع,", Liwa, 966080XX","4,000 OMR",200.0,for sale
Farm Land for Sale in Al Dakhiliya Sumail,", Sumail, 913176XX","130,000 OMR",150.0,for sale
تملك محلك التجاري في موقع VVIP في صلالة مقابل منتجع مليينيوم الان مع عبدالعزيز,", Ghubrah, 955999XX","23,900 OMR",66.0,for sale
مكتب للبيع في مسقط هيلز للتملك الاجنبي والاقامة الدائمه جاهز للتسليم,", Muscat Hills, 922954XX","45,000 OMR",51.0,for sale
Building for Sale in Muscat Seeb,", Seeb, 955999XX","165,000 OMR",1400.0,for sale
Building for Sale in Muscat Ghala,", Ghala, 955999XX","165,000 OMR",1400.0,for sale
923 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 949338XX","60,000 OMR",923.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 993603XX","11,800 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","165,000 OMR",150.0,for sale
Residential Land for Sale in Buraimi Al Buraimi,", Al Buraimi, 996689XX","16,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 965260XX","12,000 OMR",150.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Wustaa Mahut,", Mahut, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Wustaa Al Jazur,", Al Jazur, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Wustaa Al Duqum,", Al Duqum, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Apartments for Sale in Muscat Qurm,", Qurm, 955999XX","43,900 OMR",107.0,for sale
372 m2 More than 6 bedrooms Villa for Sale in Muscat Seeb,", Seeb, 944433XX","112,000 OMR",372.0,for sale
372 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 944433XX","112,000 OMR",372.0,for sale
اخر 3 محلات متبقية مقابل شارع تيمور وفندق ميلينوم بموووقع vip مع محمد الفرقاني,", Salala, 944433XX","23,900 OMR",37.0,for sale
107 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 944433XX","43,900 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 944433XX","35,175 OMR",107.0,for sale
للبيع محلات تجاريه مع السجل التجاري العدد 3 ويتكون من 2 محلات حداده والآخر محل تغسيل وكي الملابس,", Al 'Awabi, 971286XX","1,300 OMR",40.0,for sale
107 m2 2 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 944433XX","35,175 OMR",107.0,for sale
Industrial Land for Sale in Dhofar Salala,", Salala, 997070XX","300,000 OMR",150.0,for sale
107 m2 2 Bedrooms Villa for Sale in Muscat Ansab,", Ansab, 944433XX","35,175 OMR",107.0,for sale
Building for Sale in Muscat Amerat,", Amerat, 955999XX","165,000 OMR",1400.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921606XX","2,000 OMR",150.0,for sale
Building for Sale in Muscat Rusail,", Rusail, 955999XX","165,000 OMR",1400.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 975737XX","130,000 OMR",150.0,for sale
Building for Sale in Muscat Al Khoud,", Al Khoud, 955999XX","165,000 OMR",1400.0,for sale
Building for Sale in Muscat Azaiba,", Azaiba, 955999XX","165,000 OMR",1400.0,for sale
6BR Villa  Almouj Muscat  Golf Beach Residence  725k OMR  Golden Visa 10 yrs,", Al Mouj, 932060XX","725,000 OMR",606.0,for sale
1BHK  Furnished  in Hawana Salalah – Freehold & Applicable for Residancy Visa,", Salala, 932060XX","47,000 OMR",65.0,for sale
Farm Land for Sale in Al Dakhiliya Bahla,", Bahla, 927698XX","60,000 OMR",150.0,for sale
Almouj latest apartment (Morooj lanes),", Al Mouj, 920593XX","180,000 OMR",130.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 718186XX","30,000 OMR",150.0,for sale
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 958690XX","6,500 OMR",150.0,for sale
Building for Sale in Muscat Al-Hail,", Al-Hail, 955999XX","165,000 OMR",1400.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 944111XX","28,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","80,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 963066XX","23,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Buraimi Al Buraimi,", Al Buraimi, 973353XX","5,100 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 774955XX","6,650 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","35,000 OMR",150.0,for sale
Commercial Land for Sale in Al Sharqiya Other,", Other, 955827XX","8,000 OMR",150.0,for sale
شالية الجود (استراحة بمساحة كبيرة للبيع),", Barka, 920652XX","100,000 OMR",1200.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","20,500 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 909600XX","32,400 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Shinas,", Shinas, 921212XX","5,200 OMR",150.0,for sale
محل مع الغراض,", Seeb, 906770XX","1,950 OMR",26.0,for sale
مكتب للبيع في قلب العاصمة مسقط,", Ghala, 913109XX","23,000 OMR",50.0,for sale
1 m2 3 Bedrooms Apartments for Sale in Al Dakhiliya Nizwa,", Nizwa, 988670XX","19,500 OMR",1.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 715560XX","7,000 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 947714XX","200,000 OMR",150.0,for sale
Residential Land for Sale in Al Wustaa Al Duqum,", Al Duqum, 957720XX","35,000 OMR",150.0,for sale
محل حلاقة للبيع,", Al Maabilah, 794988XX","1,300 OMR",21.0,for sale
محل للبيع في مجمع بهجة العرفان-مسقط,", Ghala, 913109XX","21,200 OMR",29.0,for sale
محل تجاري للبيع في مجمع بهجة العرفان-مسقط,", Ghala, 913109XX","20,500 OMR",45.0,for sale
إيصال تجاري,", Sohar, 935277XX","15,000 OMR",1.0,for sale
امتلك وحدك التجارية في غلا العرفان,", Ghala, 913109XX","26,000 OMR",35.0,for sale
Building for Sale in Muscat Amerat,", Amerat, 993637XX","165,000 OMR",500.0,for sale
Building for Sale in Muscat Al-Wuttayah,", Al-Wuttayah, 794664XX","60,000 OMR",438.0,for sale
محل بيع العصائر والآيس كريم للأستثمار أو البيع,", Sohar, 964110XX",200 OMR,150.0,for sale
"Twin Villas For Sale in Hail North  فلتين توين للبيع – الحيل الشمالية""",", Al-Hail, 979901XX","170,000 OMR",450.0,for sale
62 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,000 OMR",62.0,for sale
Warehouse for Rent,", Misfah, 946311XX","1,100 OMR",950.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 799998XX","14,900 OMR",150.0,for sale
752 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 994837XX","120,000 OMR",752.0,for sale
59 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,500 OMR",59.0,for sale
Commercial Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","80,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 799998XX","44,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","31,000 OMR",150.0,for sale
59 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,500 OMR",59.0,for sale
لعشاق الفرص الاستثمارية في اكبر سوق تجاري في بركاء على الخط الأول من شارع السلطان قابوس,", Al Maabilah, 955999XX","10,800 OMR",35.0,for sale
Building for Sale in Al Sharqiya Dima and Al Taaiyin,", Dima and Al Taaiyin, 955999XX","165,000 OMR",1400.0,for sale
59 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,500 OMR",59.0,for sale
Apartment for sale Qurum,", Qurm, 956846XX","50,000 OMR",116.0,for sale
62 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 913109XX","23,000 OMR",62.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","20,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","24,500 OMR",150.0,for sale
50 m2 4 Bedrooms Apartments for Sale in Muscat Yiti,", Yiti, 774720XX","70,000 OMR",50.0,for sale
"حصريا تملك محلك التجاري في أقوى سوق تجاري في ولاية بركاء على الشارع العام مباشر ب 10,800 الف",", Bosher, 771110XX","10,800 OMR",24.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","27,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 791206XX","9,000 OMR",150.0,for sale
"واخيراً تملك محلك التجاري على اول خط رئيسي في ولاية بركاء مع محمد الرواحي ب 10,800 الف",", Barka, 771110XX","10,800 OMR",24.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 922892XX","50,000 OMR",150.0,for sale
Farm Land for Sale in Muscat Bosher,", Bosher, 925810XX","100,000 OMR",150.0,for sale
مطبعة للبيع بكل ملحقاتها ويوجد فيها كل الماكينات ، سبب البيع لغرض السفر ، بمنطقة صلالة الجديدة ..,", Salala, 909310XX","4,500 OMR",15.0,for sale
113 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 980242XX","42,000 OMR",113.0,for sale
82 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 980242XX","33,000 OMR",82.0,for sale
58 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 771350XX","26,500 OMR",58.0,for sale
معدات مطعم للبيع,", Al Maabilah, 929262XX","1,000 OMR",200.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 988969XX","85,000 OMR",150.0,for sale
380 m2 More than 6 bedrooms Villa for Sale in Al Batinah Barka,", Barka, 906950XX","80,000 OMR",380.0,for sale
Building for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 955999XX","165,000 OMR",1400.0,for sale
300 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Al Khaboura,", Al Khaboura, 933009XX","30,000 OMR",300.0,for sale
مغسله سيارات بي صحم المغسله بسم الله ماشاء الله  شغاله كويس للبيع ومعها العده كامله,", Other, 920215XX","1,700 OMR",80.0,for sale
598 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 710933XX","125,000 OMR",598.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 974919XX","6,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 906950XX","80,000 OMR",150.0,for sale
Workshop for sale,", Al Maabilah, 948801XX","15,000 OMR",250.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 959665XX","6,400 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 969938XX","30,000 OMR",150.0,for sale
120 m2 1 Bedroom Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 944474XX","40,000 OMR",120.0,for sale
280 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 925001XX","75,000 OMR",280.0,for sale
270 m2 3 Bedrooms Townhouse for Sale in Al Batinah Al Masnaah,", Al Masnaah, 972978XX","40,000 OMR",270.0,for sale
351 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 994891XX","75,000 OMR",351.0,for sale
Building for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 921553XX","35,000 OMR",400.0,for sale
290 m2 4 Bedrooms Villa for Sale in Al Batinah Al Rumais,", Al Rumais, 958485XX","86,000 OMR",290.0,for sale
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 985057XX","12,000 OMR",150.0,for sale
Sultan haitham City-مدينة السلطان هيثم,", Al Mouj, 723330XX","58,150 OMR",52.0,for sale
مطعم كامل على المفتاح بجميع أغراضه ومشتملاته,", Qurm, 792375XX","17,000 OMR",450.0,for sale
chicken - poultry farm,", Barka, 786226XX","5,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Other,", Other, 977809XX","55,000 OMR",150.0,for sale
مشروع محل بيع ملابس,", Al Khoud, 972027XX","3,500 OMR",40.0,for sale
Commercial Land for Sale in Muscat Bosher,", Bosher, 924392XX",600 OMR,150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 911557XX","57,000 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 977997XX","14,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Nakhl,", Nakhl, 995972XX","18,000 OMR",150.0,for sale
554 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 993332XX","320,000 OMR",554.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 920541XX","95,000 OMR",150.0,for sale
حصريااا معارض VIP بمواصفات الوكالات العالمية في اكبر تجمع للسيارات في السلطنة لاتفوت الفرصة,", Rusail, 955999XX","87,000 OMR",380.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 981595XX","11,000 OMR",150.0,for sale
shop for sell,", Other, 786928XX","2,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Yenkit,", Yenkit, 771754XX","25,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Wadi Al Kabir,", Wadi Al Kabir, 923380XX",500 OMR,150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 960054XX","18,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 991869XX","17,500 OMR",150.0,for sale
3 Bedrooms Farms for Sale in Al Batinah Barka,", Barka, 773789XX","49,000 OMR",200.0,for sale
shop for sale in al hail,", Al-Hail, 793040XX","8,000 OMR",34.0,for sale
250 m2 3 Bedrooms Townhouse for Sale in Buraimi Al Buraimi,", Al Buraimi, 952862XX","34,500 OMR",250.0,for sale
1 Bedroom Farms for Sale in Al Batinah Saham,", Saham, 965872XX","250,000 OMR",20200.0,for sale
Residential Land for Sale in Al Dakhiliya Adam,", Adam, 923066XX","16,000 OMR",150.0,for sale
314 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 793833XX","60,000 OMR",314.0,for sale
145 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 793833XX","31,500 OMR",145.0,for sale
159 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 793833XX","49,000 OMR",159.0,for sale
300 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 793833XX","67,000 OMR",300.0,for sale
محل للبيع في الخوض,", Al Khoud, 991159XX","1,000 OMR",90.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 924660XX","63,000 OMR",150.0,for sale
115 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 992288XX","53,000 OMR",115.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 927282XX","11,000 OMR",150.0,for sale
440 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 924555XX","140,000 OMR",440.0,for sale
Farm Land for Sale in Al Batinah Saham,", Saham, 998591XX","120,000 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 799998XX","5,800 OMR",150.0,for sale
لأول مرة معارض بمواصفات الوكالات العالمية في اكبر تجمع للسيارات في السلطنة لاتفوت الفرصة,", Al Mawaleh, 955999XX","87,000 OMR",380.0,for sale
112 m2 3 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 944411XX","43,900 OMR",112.0,for sale
حصريااا لأول مرة مخازن وورش بملكية صناعية في اكبر مدينة صناعية متكاملة في السلطنة,", Al Jafnayn, 955999XX","75,600 OMR",220.0,for sale
118 m2 3 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 944411XX","43,900 OMR",118.0,for sale
Residential Land for Sale in Muscat Al Mawaleh,", Al Mawaleh, 799998XX","30,500 OMR",150.0,for sale
لأول مرة معارض بمواصفات الوكالات العالمية في اكبر تجمع للسيارات في السلطنة لاتفوت الفرصة,", Ghubrah, 955999XX","87,000 OMR",380.0,for sale
112 m2 3 Bedrooms Apartments for Sale in Muscat Ghubrah,", Ghubrah, 944411XX","43,900 OMR",112.0,for sale
107 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 944433XX","43,900 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Wadi Bani Khalid,", Wadi Bani Khalid, 944433XX","35,175 OMR",107.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","13,000 OMR",150.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Masira,", Masira, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Sur,", Sur, 944433XX","35,175 OMR",107.0,for sale
112 m2 3 Bedrooms Apartments for Sale in Muscat Al-Hail,", Al-Hail, 944411XX","43,900 OMR",112.0,for sale
112 m2 3 Bedrooms Apartments for Sale in Muscat Ansab,", Ansab, 944411XX","43,900 OMR",112.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","32,500 OMR",150.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Sinaw,", Sinaw, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Dima and Al Taaiyin,", Dima and Al Taaiyin, 944433XX","35,175 OMR",107.0,for sale
Building for Sale in Al Batinah Barka,", Barka, 955999XX","165,000 OMR",1400.0,for sale
108 m2 3 Bedrooms Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 944411XX","43,900 OMR",108.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 944433XX","35,175 OMR",107.0,for sale
112 m2 3 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 944411XX","43,900 OMR",112.0,for sale
Building for Sale in Al Dakhiliya Nizwa,", Nizwa, 955999XX","165,000 OMR",1400.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Amerat,", Amerat, 979989XX","24,000 OMR",100.0,for sale
Building for Sale in Muscat Al Maabilah,", Al Maabilah, 955999XX","165,000 OMR",1400.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Jalan Bani buhassan,", Jalan Bani buhassan, 944433XX","35,175 OMR",107.0,for sale
Residential Land for Sale in Muscat Azaiba,", Azaiba, 944111XX","19,500 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 944111XX","22,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","37,000 OMR",150.0,for sale
Commercial Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","120,000 OMR",150.0,for sale
150 m2 2 Bedrooms Townhouse for Sale in Muscat Al Khuwair,", Al Khuwair, 924449XX","73,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","31,500 OMR",150.0,for sale
Farm Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","165,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 944111XX","31,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Halban,", Halban, 944111XX","20,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 944111XX","20,500 OMR",150.0,for sale
Farm Land for Sale in Muscat Seeb,", Seeb, 944111XX","165,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 932525XX","9,999 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","14,900 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 943131XX","5,000,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 944111XX","10,600 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Misfah,", Misfah, 944111XX","52,000 OMR",150.0,for sale
220 m2 2 Bedrooms Townhouse for Sale in Muscat Al Mawaleh,", Al Mawaleh, 988219XX","1,000 OMR",220.0,for sale
صالون تجميل نسائي للبيع بسعر يا بلاش,", Saham, 955750XX","1,000 OMR",66.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","22,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Ansab,", Ansab, 799998XX","44,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 792061XX","22,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","24,500 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 935965XX","14,000 OMR",150.0,for sale
Commercial Land for Sale in Al Batinah Barka,", Barka, 799998XX","80,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","9,900 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 799998XX","9,900 OMR",150.0,for sale
حلاق رجالي,", Ibri, 935557XX",590 OMR,5.0,for sale
Resturent for sale-in muscat mabella   مطعم للبيع مسقط المعبيلة,", Al Maabilah, 791542XX","8,000 OMR",800.0,for sale
2 Bedrooms Farms for Sale in Al Batinah Barka,", Barka, 952008XX","90,000 OMR",200.0,for sale
50 m2 Studio Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 973414XX","20,000 OMR",50.0,for sale
مبنى سكني تجاري للبيع,", Sumail, 929292XX","350,000 OMR",1100.0,for sale
Residential Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 921126XX","35,000 OMR",150.0,for sale
porta cabin wiod,", Al Khoud, 786137XX","1,000 OMR",150.0,for sale
بقالية للبيع,", Al Khoud, 959676XX","11,000 OMR",55.0,for sale
Mixed Use Land for Sale in Al Batinah Barka,", Barka, 942678XX","90,000 OMR",150.0,for sale
351 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,", Barka, 981161XX","80,000 OMR",351.0,for sale
مشروع صناعي جاهز للبيع,", Al Buraimi, 933474XX","120,000 OMR",2500.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 990005XX","8,000 OMR",150.0,for sale
176 m2 4 Bedrooms Townhouse for Sale in Al Dakhiliya Sumail,", Sumail, 961458XX","37,000 OMR",176.0,for sale
coffee shop & restaurants. for sale,", Other, 798891XX","6,500 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Adam,", Adam, 988847XX","7,500 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ibra,", Ibra, 979033XX","5,000 OMR",150.0,for sale
للبيع محل فضة ومعدات وأدوات تجميل بموقع رائع,", Al Khuwair, 991600XX","75,000 OMR",109.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 771102XX","18,600 OMR",150.0,for sale
Residential Land for Sale in Muscat Misfah,", Misfah, 948889XX","23,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 717191XX","20,000 OMR",150.0,for sale
200 m2 2 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 921472XX","30,000 OMR",200.0,for sale
Residential Land for Sale in Al Sharqiya Other,", Other, 728285XX","12,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Shinas,", Shinas, 941316XX","8,800 OMR",150.0,for sale
3 Bedrooms Farms for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921606XX","35,000 OMR",160.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 946685XX","10,500 OMR",150.0,for sale
Residential Land for Sale in Musandam Madha,", Madha, 955767XX","20,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 978259XX","10,689 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921606XX","13,000 OMR",150.0,for sale
مكتب محاماة إخلاء وبيع معدات مكتبية كاملة وشاملة,", Al Khoud, 970009XX","10,000 OMR",40.0,for sale
مطعم للبيع او للايجار,", Salala, 772894XX","3,500 OMR",120.0,for sale
Residential Land for Sale in Al Batinah Other,", Other, 919100XX","31,000 OMR",150.0,for sale
Commercial Land for Sale in Al Batinah Barka,", Barka, 799998XX","80,000 OMR",150.0,for sale
مكتبة للبيع,", Bosher, 944557XX","2,000 OMR",34.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","24,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 942420XX","8,700 OMR",150.0,for sale
sheds and warehouses for use in industrial works,", Sumail, 941909XX","234,000 OMR",1800.0,for sale
shop for sale,", Al Maabilah, 930025XX","7,000 OMR",90.0,for sale
حصريا وبموقع vip احجز محلك ب 18الف وباقساط ل 24 شهر ع الخط الاول من السعاده صلاله مع فاطمة الزدجالية,", Muscat Hills, 944411XX","18,000 OMR",29.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 958113XX","110,000 OMR",150.0,for sale
تملك محلك مع فاطمة الزدجالي بتشطيبات رائعة في مراسي صلالة بالقرب من الدهايرز و. عالخط الاول,", Bosher, 944411XX","18,000 OMR",29.0,for sale
ب 18الف احجز محلك و حقق حلمك و باقساط ميسرة بمووقع خراافي مع فاطمة الزدجالي,", Al Mawaleh, 944411XX","18,000 OMR",29.0,for sale
احجز محلك ع الخط الاول ب 18الف وبالقرب من الدهايرز مع فاطمة الزدجالي وباقساط ميسره,", Ghubrah, 944411XX","18,000 OMR",29.0,for sale
مع فاطمة الزدجالي احجز محلك ب 18الف بموقع خرافي ع الخط الاول من شارع تيمور صلاله,", Al Khuwair, 944411XX","18,000 OMR",29.0,for sale
لاول مره ب 18الف فقط تملك محلك ع الخط الاول من شارع السعاده صلاله مع فاطمة الزدجالي,", Al Khoud, 944411XX","18,000 OMR",29.0,for sale
420 m2 5 Bedrooms Townhouse for Sale in Dhofar Salala,", Salala, 982608XX","85,000 OMR",420.0,for sale
HDPE pipe Hydraulic Butt fusion welding machine ( ON RENT BASES,", Misfah, 780582XX","1,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 943090XX","12,000 OMR",150.0,for sale
